Fecha;Estacion;Valor_t2m
02-10-2024;Eulogio Sanchez, Tobalaba Ad.;12.9
03-10-2024;Santo Domingo, Ad.;9.6
03-10-2024;Rodelillo, Ad.;15.1
03-10-2024;Pudahuel Santiago;16
03-10-2024;Eulogio Sanchez, Tobalaba Ad.;16.4
04-10-2024;Santo Domingo, Ad.;9.9
04-10-2024;Rodelillo, Ad.;13.3
04-10-2024;Pudahuel Santiago;17.7
04-10-2024;Eulogio Sanchez, Tobalaba Ad.;18.2
05-10-2024;Santo Domingo, Ad.;11.1
05-10-2024;Rodelillo, Ad.;12.8
05-10-2024;Pudahuel Santiago;17.6
05-10-2024;Eulogio Sanchez, Tobalaba Ad.;18
06-10-2024;Santo Domingo, Ad.;12.5
06-10-2024;Rodelillo, Ad.;12
06-10-2024;Pudahuel Santiago;18.9
06-10-2024;Eulogio Sanchez, Tobalaba Ad.;18.9
07-10-2024;Santo Domingo, Ad.;13
07-10-2024;Rodelillo, Ad.;13
07-10-2024;Pudahuel Santiago;17.1
07-10-2024;Eulogio Sanchez, Tobalaba Ad.;17.1
08-10-2024;Santo Domingo, Ad.;14.8
08-10-2024;Rodelillo, Ad.;13.1
08-10-2024;Pudahuel Santiago;12.9
08-10-2024;Eulogio Sanchez, Tobalaba Ad.;11.9
09-10-2024;Santo Domingo, Ad.;13.2
09-10-2024;Rodelillo, Ad.;13.9
09-10-2024;Pudahuel Santiago;13.8
09-10-2024;Eulogio Sanchez, Tobalaba Ad.;13.8
10-10-2024;Santo Domingo, Ad.;11.9
10-10-2024;Rodelillo, Ad.;11.3
10-10-2024;Pudahuel Santiago;14.2
10-10-2024;Eulogio Sanchez, Tobalaba Ad.;14.5
11-10-2024;Santo Domingo, Ad.;12.8
11-10-2024;Rodelillo, Ad.;13.2
11-10-2024;Pudahuel Santiago;13.5
11-10-2024;Eulogio Sanchez, Tobalaba Ad.;13.4
12-10-2024;Santo Domingo, Ad.;12.1
12-10-2024;Rodelillo, Ad.;13.6
12-10-2024;Pudahuel Santiago;14.9
12-10-2024;Eulogio Sanchez, Tobalaba Ad.;14.1
13-10-2024;Santo Domingo, Ad.;11.1
13-10-2024;Rodelillo, Ad.;14.4
13-10-2024;Pudahuel Santiago;16.2
13-10-2024;Eulogio Sanchez, Tobalaba Ad.;15.7
14-10-2024;Santo Domingo, Ad.;11
14-10-2024;Rodelillo, Ad.;13.6
14-10-2024;Pudahuel Santiago;16.1
14-10-2024;Eulogio Sanchez, Tobalaba Ad.;15.7
15-10-2024;Santo Domingo, Ad.;12
15-10-2024;Rodelillo, Ad.;14.9
15-10-2024;Pudahuel Santiago;17.9
15-10-2024;Eulogio Sanchez, Tobalaba Ad.;17.9
16-10-2024;Santo Domingo, Ad.;13
16-10-2024;Rodelillo, Ad.;11
16-10-2024;Pudahuel Santiago;16.4
16-10-2024;Eulogio Sanchez, Tobalaba Ad.;16.4
17-10-2024;Santo Domingo, Ad.;11.9
17-10-2024;Rodelillo, Ad.;14.9
17-10-2024;Pudahuel Santiago;15.8
17-10-2024;Eulogio Sanchez, Tobalaba Ad.;16.1
18-10-2024;Santo Domingo, Ad.;11.8
18-10-2024;Rodelillo, Ad.;13.7
18-10-2024;Pudahuel Santiago;20
18-10-2024;Eulogio Sanchez, Tobalaba Ad.;20
19-10-2024;Santo Domingo, Ad.;11.1
19-10-2024;Rodelillo, Ad.;10.5
19-10-2024;Pudahuel Santiago;17.4
19-10-2024;Eulogio Sanchez, Tobalaba Ad.;18.4
20-10-2024;Santo Domingo, Ad.;13.5
20-10-2024;Rodelillo, Ad.;12
20-10-2024;Pudahuel Santiago;13.8
20-10-2024;Eulogio Sanchez, Tobalaba Ad.;13.5
21-10-2024;Santo Domingo, Ad.;13
21-10-2024;Rodelillo, Ad.;14.7
21-10-2024;Pudahuel Santiago;16.6
21-10-2024;Eulogio Sanchez, Tobalaba Ad.;16.3
22-10-2024;Santo Domingo, Ad.;12.3
22-10-2024;Rodelillo, Ad.;11.7
22-10-2024;Pudahuel Santiago;17
22-10-2024;Eulogio Sanchez, Tobalaba Ad.;17.2
23-10-2024;Santo Domingo, Ad.;14.3
23-10-2024;Rodelillo, Ad.;13.1
23-10-2024;Pudahuel Santiago;14.5
23-10-2024;Eulogio Sanchez, Tobalaba Ad.;13.8
24-10-2024;Santo Domingo, Ad.;13
24-10-2024;Rodelillo, Ad.;15.1
24-10-2024;Pudahuel Santiago;16.9
24-10-2024;Eulogio Sanchez, Tobalaba Ad.;17
25-10-2024;Santo Domingo, Ad.;14
25-10-2024;Rodelillo, Ad.;14.6
25-10-2024;Pudahuel Santiago;16.2
25-10-2024;Eulogio Sanchez, Tobalaba Ad.;16.3
26-10-2024;Santo Domingo, Ad.;13.4
26-10-2024;Rodelillo, Ad.;15.3
26-10-2024;Pudahuel Santiago;19.9
26-10-2024;Eulogio Sanchez, Tobalaba Ad.;19.9
27-10-2024;Santo Domingo, Ad.;12
27-10-2024;Rodelillo, Ad.;11.6
27-10-2024;Pudahuel Santiago;19.7
27-10-2024;Eulogio Sanchez, Tobalaba Ad.;20.3
28-10-2024;Santo Domingo, Ad.;12.4
28-10-2024;Rodelillo, Ad.;11.8
28-10-2024;Pudahuel Santiago;21.7
28-10-2024;Eulogio Sanchez, Tobalaba Ad.;22.7
29-10-2024;Santo Domingo, Ad.;13.9
29-10-2024;Rodelillo, Ad.;12.1
29-10-2024;Pudahuel Santiago;18.4
29-10-2024;Eulogio Sanchez, Tobalaba Ad.;20.4
30-10-2024;Santo Domingo, Ad.;13.9
30-10-2024;Rodelillo, Ad.;13.8
30-10-2024;Pudahuel Santiago;17.8
30-10-2024;Eulogio Sanchez, Tobalaba Ad.;18.7
31-10-2024;Santo Domingo, Ad.;12.4
31-10-2024;Rodelillo, Ad.;11.9
31-10-2024;Pudahuel Santiago;18.4
31-10-2024;Eulogio Sanchez, Tobalaba Ad.;19.7
01-11-2024;Santo Domingo, Ad.;13.9
01-11-2024;Rodelillo, Ad.;12.4
01-11-2024;Pudahuel Santiago;14.5
01-11-2024;Eulogio Sanchez, Tobalaba Ad.;14.1
02-11-2024;Santo Domingo, Ad.;12.5
02-11-2024;Rodelillo, Ad.;15.1
02-11-2024;Pudahuel Santiago;15.7
02-11-2024;Eulogio Sanchez, Tobalaba Ad.;15.7
03-11-2024;Santo Domingo, Ad.;12.2
03-11-2024;Rodelillo, Ad.;12.9
03-11-2024;Pudahuel Santiago;16.7
03-11-2024;Eulogio Sanchez, Tobalaba Ad.;16.6
04-11-2024;Santo Domingo, Ad.;12.2
04-11-2024;Rodelillo, Ad.;13.8
04-11-2024;Pudahuel Santiago;13.9
04-11-2024;Eulogio Sanchez, Tobalaba Ad.;14.1
05-11-2024;Santo Domingo, Ad.;12.6
05-11-2024;Rodelillo, Ad.;16.8
05-11-2024;Pudahuel Santiago;18.2
05-11-2024;Eulogio Sanchez, Tobalaba Ad.;17.9
06-11-2024;Santo Domingo, Ad.;12.8
06-11-2024;Rodelillo, Ad.;16.3
06-11-2024;Pudahuel Santiago;19.8
06-11-2024;Eulogio Sanchez, Tobalaba Ad.;19.8
07-11-2024;Santo Domingo, Ad.;13.1
07-11-2024;Rodelillo, Ad.;16.7
07-11-2024;Pudahuel Santiago;19.8
07-11-2024;Eulogio Sanchez, Tobalaba Ad.;19.1
08-11-2024;Santo Domingo, Ad.;13.8
08-11-2024;Rodelillo, Ad.;20
08-11-2024;Pudahuel Santiago;20.9
08-11-2024;Eulogio Sanchez, Tobalaba Ad.;20.8
09-11-2024;Santo Domingo, Ad.;13.2
09-11-2024;Rodelillo, Ad.;17.8
09-11-2024;Pudahuel Santiago;21.5
09-11-2024;Eulogio Sanchez, Tobalaba Ad.;21.2
10-11-2024;Santo Domingo, Ad.;15.5
10-11-2024;Rodelillo, Ad.;15.7
10-11-2024;Pudahuel Santiago;17.6
10-11-2024;Eulogio Sanchez, Tobalaba Ad.;17.7
11-11-2024;Santo Domingo, Ad.;15.3
11-11-2024;Rodelillo, Ad.;17.4
11-11-2024;Pudahuel Santiago;19
11-11-2024;Eulogio Sanchez, Tobalaba Ad.;18.5
12-11-2024;Santo Domingo, Ad.;15.7
12-11-2024;Rodelillo, Ad.;20.6
12-11-2024;Pudahuel Santiago;21.6
12-11-2024;Eulogio Sanchez, Tobalaba Ad.;20.9
13-11-2024;Santo Domingo, Ad.;12.7
13-11-2024;Rodelillo, Ad.;14.3
13-11-2024;Pudahuel Santiago;21.9
13-11-2024;Eulogio Sanchez, Tobalaba Ad.;22.1
14-11-2024;Santo Domingo, Ad.;13.5
14-11-2024;Rodelillo, Ad.;12.5
14-11-2024;Pudahuel Santiago;18.5
14-11-2024;Eulogio Sanchez, Tobalaba Ad.;19.3
15-11-2024;Santo Domingo, Ad.;13.8
15-11-2024;Rodelillo, Ad.;13.9
15-11-2024;Pudahuel Santiago;17.4
15-11-2024;Eulogio Sanchez, Tobalaba Ad.;18.4
16-11-2024;Santo Domingo, Ad.;12.3
16-11-2024;Rodelillo, Ad.;13.1
16-11-2024;Pudahuel Santiago;16.3
16-11-2024;Eulogio Sanchez, Tobalaba Ad.;15.9
17-11-2024;Santo Domingo, Ad.;11.9
17-11-2024;Rodelillo, Ad.;14.5
17-11-2024;Pudahuel Santiago;17.6
17-11-2024;Eulogio Sanchez, Tobalaba Ad.;17.4
18-11-2024;Santo Domingo, Ad.;11
18-11-2024;Rodelillo, Ad.;12.9
18-11-2024;Pudahuel Santiago;18.8
18-11-2024;Eulogio Sanchez, Tobalaba Ad.;18.6
19-11-2024;Santo Domingo, Ad.;13.6
19-11-2024;Rodelillo, Ad.;13.5
19-11-2024;Pudahuel Santiago;17.3
19-11-2024;Eulogio Sanchez, Tobalaba Ad.;18.3
20-11-2024;Santo Domingo, Ad.;12.8
20-11-2024;Rodelillo, Ad.;13.9
20-11-2024;Pudahuel Santiago;17.8
20-11-2024;Eulogio Sanchez, Tobalaba Ad.;18.2
21-11-2024;Santo Domingo, Ad.;11.9
21-11-2024;Rodelillo, Ad.;14.9
21-11-2024;Pudahuel Santiago;19.8
21-11-2024;Eulogio Sanchez, Tobalaba Ad.;19.9
22-11-2024;Santo Domingo, Ad.;13.4
22-11-2024;Rodelillo, Ad.;15.5
22-11-2024;Pudahuel Santiago;18.8
22-11-2024;Eulogio Sanchez, Tobalaba Ad.;19
23-11-2024;Santo Domingo, Ad.;14
23-11-2024;Rodelillo, Ad.;17.8
23-11-2024;Pudahuel Santiago;20.3
23-11-2024;Eulogio Sanchez, Tobalaba Ad.;20.4
24-11-2024;Santo Domingo, Ad.;14.4
24-11-2024;Rodelillo, Ad.;18
24-11-2024;Pudahuel Santiago;20.7
24-11-2024;Eulogio Sanchez, Tobalaba Ad.;20.5
25-11-2024;Santo Domingo, Ad.;14.4
25-11-2024;Rodelillo, Ad.;18.1
25-11-2024;Pudahuel Santiago;20.8
25-11-2024;Eulogio Sanchez, Tobalaba Ad.;20.3
26-11-2024;Santo Domingo, Ad.;13.9
26-11-2024;Rodelillo, Ad.;16.9
26-11-2024;Pudahuel Santiago;19.2
26-11-2024;Eulogio Sanchez, Tobalaba Ad.;19.1
27-11-2024;Santo Domingo, Ad.;12.2
27-11-2024;Rodelillo, Ad.;14.5
27-11-2024;Pudahuel Santiago;17.5
27-11-2024;Eulogio Sanchez, Tobalaba Ad.;NA
28-11-2024;Santo Domingo, Ad.;12.4
28-11-2024;Rodelillo, Ad.;15.1
28-11-2024;Pudahuel Santiago;17.2
28-11-2024;Eulogio Sanchez, Tobalaba Ad.;22.7
29-11-2024;Santo Domingo, Ad.;13
29-11-2024;Rodelillo, Ad.;15.8
29-11-2024;Pudahuel Santiago;20
29-11-2024;Eulogio Sanchez, Tobalaba Ad.;NA
30-11-2024;Santo Domingo, Ad.;12.7
30-11-2024;Rodelillo, Ad.;15
30-11-2024;Pudahuel Santiago;19.6
30-11-2024;Eulogio Sanchez, Tobalaba Ad.;NA
01-12-2024;Santo Domingo, Ad.;15.7
01-12-2024;Rodelillo, Ad.;14.5
01-12-2024;Pudahuel Santiago;15.5
01-12-2024;Eulogio Sanchez, Tobalaba Ad.;NA
02-12-2024;Santo Domingo, Ad.;12.6
02-12-2024;Rodelillo, Ad.;15.5
02-12-2024;Pudahuel Santiago;18.6
02-12-2024;Eulogio Sanchez, Tobalaba Ad.;NA
03-12-2024;Santo Domingo, Ad.;14.1
03-12-2024;Rodelillo, Ad.;12.6
03-12-2024;Pudahuel Santiago;18.7
03-12-2024;Eulogio Sanchez, Tobalaba Ad.;18.8
04-12-2024;Santo Domingo, Ad.;14.6
04-12-2024;Rodelillo, Ad.;14.2
04-12-2024;Pudahuel Santiago;17.1
04-12-2024;Eulogio Sanchez, Tobalaba Ad.;18.1
05-12-2024;Santo Domingo, Ad.;13.5
05-12-2024;Rodelillo, Ad.;14.4
05-12-2024;Pudahuel Santiago;14.5
05-12-2024;Eulogio Sanchez, Tobalaba Ad.;14.5
06-12-2024;Santo Domingo, Ad.;13.6
06-12-2024;Rodelillo, Ad.;15.7
06-12-2024;Pudahuel Santiago;17.1
06-12-2024;Eulogio Sanchez, Tobalaba Ad.;16.5
07-12-2024;Santo Domingo, Ad.;13.6
07-12-2024;Rodelillo, Ad.;15
07-12-2024;Pudahuel Santiago;19.2
07-12-2024;Eulogio Sanchez, Tobalaba Ad.;19.1
08-12-2024;Santo Domingo, Ad.;14.1
08-12-2024;Rodelillo, Ad.;14.5
08-12-2024;Pudahuel Santiago;17.4
08-12-2024;Eulogio Sanchez, Tobalaba Ad.;17.9
09-12-2024;Santo Domingo, Ad.;12.6
09-12-2024;Rodelillo, Ad.;15.8
09-12-2024;Pudahuel Santiago;18.9
09-12-2024;Eulogio Sanchez, Tobalaba Ad.;19.5
10-12-2024;Santo Domingo, Ad.;13
10-12-2024;Rodelillo, Ad.;14.8
10-12-2024;Pudahuel Santiago;21.7
10-12-2024;Eulogio Sanchez, Tobalaba Ad.;21.7
11-12-2024;Santo Domingo, Ad.;12.7
11-12-2024;Rodelillo, Ad.;14
11-12-2024;Pudahuel Santiago;21.3
11-12-2024;Eulogio Sanchez, Tobalaba Ad.;21.6
12-12-2024;Santo Domingo, Ad.;14.3
12-12-2024;Rodelillo, Ad.;14.8
12-12-2024;Pudahuel Santiago;19.5
12-12-2024;Eulogio Sanchez, Tobalaba Ad.;20.1
13-12-2024;Santo Domingo, Ad.;13.9
13-12-2024;Rodelillo, Ad.;17.7
13-12-2024;Pudahuel Santiago;21
13-12-2024;Eulogio Sanchez, Tobalaba Ad.;21.1
14-12-2024;Santo Domingo, Ad.;14.2
14-12-2024;Rodelillo, Ad.;14.1
14-12-2024;Pudahuel Santiago;22.3
14-12-2024;Eulogio Sanchez, Tobalaba Ad.;22.4
15-12-2024;Santo Domingo, Ad.;14.6
15-12-2024;Rodelillo, Ad.;14.4
15-12-2024;Pudahuel Santiago;20.6
15-12-2024;Eulogio Sanchez, Tobalaba Ad.;21.2
16-12-2024;Santo Domingo, Ad.;14.7
16-12-2024;Rodelillo, Ad.;14.9
16-12-2024;Pudahuel Santiago;19.3
16-12-2024;Eulogio Sanchez, Tobalaba Ad.;20.8
17-12-2024;Santo Domingo, Ad.;13.7
17-12-2024;Rodelillo, Ad.;15
17-12-2024;Pudahuel Santiago;18.3
17-12-2024;Eulogio Sanchez, Tobalaba Ad.;19.9
18-12-2024;Santo Domingo, Ad.;14.4
18-12-2024;Rodelillo, Ad.;16.4
18-12-2024;Pudahuel Santiago;20.2
18-12-2024;Eulogio Sanchez, Tobalaba Ad.;20.3
19-12-2024;Santo Domingo, Ad.;15.7
19-12-2024;Rodelillo, Ad.;21.4
19-12-2024;Pudahuel Santiago;23.4
19-12-2024;Eulogio Sanchez, Tobalaba Ad.;23.4
20-12-2024;Santo Domingo, Ad.;15
20-12-2024;Rodelillo, Ad.;18.5
20-12-2024;Pudahuel Santiago;22.6
20-12-2024;Eulogio Sanchez, Tobalaba Ad.;22.4
21-12-2024;Santo Domingo, Ad.;16
21-12-2024;Rodelillo, Ad.;20.5
21-12-2024;Pudahuel Santiago;23.4
21-12-2024;Eulogio Sanchez, Tobalaba Ad.;23.1
22-12-2024;Santo Domingo, Ad.;15.1
22-12-2024;Rodelillo, Ad.;17
22-12-2024;Pudahuel Santiago;25.8
22-12-2024;Eulogio Sanchez, Tobalaba Ad.;25.5
23-12-2024;Santo Domingo, Ad.;14.9
23-12-2024;Rodelillo, Ad.;14.5
23-12-2024;Pudahuel Santiago;24.2
23-12-2024;Eulogio Sanchez, Tobalaba Ad.;24.5
24-12-2024;Santo Domingo, Ad.;14.4
24-12-2024;Rodelillo, Ad.;14.5
24-12-2024;Pudahuel Santiago;23.1
24-12-2024;Eulogio Sanchez, Tobalaba Ad.;23.6
25-12-2024;Santo Domingo, Ad.;14.8
25-12-2024;Rodelillo, Ad.;13.6
25-12-2024;Pudahuel Santiago;21.9
25-12-2024;Eulogio Sanchez, Tobalaba Ad.;22.8
26-12-2024;Santo Domingo, Ad.;15.3
26-12-2024;Rodelillo, Ad.;14.2
26-12-2024;Pudahuel Santiago;19
26-12-2024;Eulogio Sanchez, Tobalaba Ad.;20.7
27-12-2024;Santo Domingo, Ad.;15.8
27-12-2024;Rodelillo, Ad.;14.9
27-12-2024;Pudahuel Santiago;19.9
27-12-2024;Eulogio Sanchez, Tobalaba Ad.;21
28-12-2024;Santo Domingo, Ad.;15.3
28-12-2024;Rodelillo, Ad.;17
28-12-2024;Pudahuel Santiago;20.8
28-12-2024;Eulogio Sanchez, Tobalaba Ad.;21.6
29-12-2024;Santo Domingo, Ad.;15.5
29-12-2024;Rodelillo, Ad.;16.2
29-12-2024;Pudahuel Santiago;21.9
29-12-2024;Eulogio Sanchez, Tobalaba Ad.;22.8
30-12-2024;Santo Domingo, Ad.;15.4
30-12-2024;Rodelillo, Ad.;15.6
30-12-2024;Pudahuel Santiago;21.8
30-12-2024;Eulogio Sanchez, Tobalaba Ad.;22.6
31-12-2024;Santo Domingo, Ad.;15.6
31-12-2024;Rodelillo, Ad.;17.7
31-12-2024;Pudahuel Santiago;22.9
31-12-2024;Eulogio Sanchez, Tobalaba Ad.;23
